V350133562L3C003R01400508316/2,XM_021677689.1,104,98.077,69,69,6.40e-44,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C004R06800188692/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C004R06800188692/1,gene=GAK,152,94.079,100,100,2.25e-58, gene=GAK
V350133562L3C004R06800188692/1,XM_021677689.1,104,98.077,69,69,6.40e-44,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C004R06800188693/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C004R06800188693/1,gene=GAK,152,94.079,100,100,2.25e-58, gene=GAK
V350133562L3C004R06800188693/1,XM_021677689.1,104,98.077,69,69,6.40e-44,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C005R01200250331/2,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C005R01200250331/2,gene=GAK,152,93.421,100,100,1.05e-56, gene=GAK
V350133562L3C005R01200250331/2,XM_021677689.1,111,97.297,74,74,3.82e-46,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C002R04701292002/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C002R04701292002/1,XM_021677689.1,150,98.667,100,100,1.72e-69,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C002R04701292002/1,gene=GAK,152,94.737,100,100,4.84e-60, gene=GAK
V350133562L3C002R04701292002/1,XM_031018851.1,45,100.000,30,30,1.86e-14,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C002R04701292002/1,XM_012560931.1,45,100.000,30,30,1.86e-14,XM_012560931.1 gene=GAK CDS=1-3658
V350133562L3C001R06000727612/2,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C001R06000727612/2,XM_021677689.1,150,99.333,100,100,3.69e-71,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C001R06000727612/2,gene=GAK,152,94.737,100,100,4.84e-60, gene=GAK
V350133562L3C001R06000727612/2,XM_035005521.1,84,100.000,56,56,3.88e-36,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C001R06000727612/2,XM_035005522.1,84,100.000,56,56,3.88e-36,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C001R05001222361/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C001R05001222361/1,XM_021677689.1,150,100.000,100,100,7.94e-73,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C001R05001222361/1,gene=GAK,150,96.667,100,100,1.73e-64, gene=GAK
V350133562L3C001R05001222361/1,XM_035005521.1,116,100.000,77,77,6.31e-54,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C001R05001222361/1,XM_035005522.1,116,100.000,77,77,6.31e-54,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C005R01201258250/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C005R01201258250/2,gene=GAK,150,98.000,100,100,7.99e-68, gene=GAK
V350133562L3C005R01201258250/2,XM_021677689.1,139,100.000,93,93,1.03e-66,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C005R01201258250/2,XM_035005521.1,122,100.000,81,81,2.92e-57,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C005R01201258250/2,XM_035005522.1,122,100.000,81,81,2.92e-57,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C003R00500628319/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C003R00500628319/1,gene=GAK,150,98.000,100,100,7.99e-68, gene=GAK
V350133562L3C003R00500628319/1,XM_021677689.1,139,100.000,93,93,1.03e-66,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C003R00500628319/1,XM_035005521.1,122,100.000,81,81,2.92e-57,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C003R00500628319/1,XM_035005522.1,122,100.000,81,81,2.92e-57,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C003R00500628320/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C003R00500628320/1,gene=GAK,150,98.000,100,100,7.99e-68, gene=GAK
V350133562L3C003R00500628320/1,XM_021677689.1,139,100.000,93,93,1.03e-66,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C003R00500628320/1,XM_035005521.1,122,100.000,81,81,2.92e-57,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C003R00500628320/1,XM_035005522.1,122,100.000,81,81,2.92e-57,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C003R06800045512/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C003R06800045512/1,gene=GAK,147,97.959,98,98,3.72e-66, gene=GAK
V350133562L3C003R06800045512/1,XM_021677689.1,134,100.000,89,89,6.22e-64,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C003R06800045512/1,XM_035005521.1,122,100.000,81,81,2.92e-57,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C003R06800045512/1,XM_035005522.1,122,100.000,81,81,2.92e-57,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C005R01200250331/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C005R01200250331/1,gene=GAK,150,96.000,100,100,8.05e-63, gene=GAK
V350133562L3C005R01200250331/1,XM_021677689.1,127,100.000,85,85,4.84e-60,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C005R01200250331/1,XM_035005521.1,122,100.000,81,81,2.92e-57,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C005R01200250331/1,XM_035005522.1,122,100.000,81,81,2.92e-57,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C004R05800098153/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C004R05800098153/1,gene=GAK,150,96.000,100,100,8.05e-63, gene=GAK
V350133562L3C004R05800098153/1,XM_035005521.1,119,100.000,79,79,1.36e-55,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C004R05800098153/1,XM_035005522.1,119,100.000,79,79,1.36e-55,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C004R05800098153/1,XM_035005520.1,119,100.000,79,79,1.36e-55,XM_035005520.1 gene=GAK CDS=429-3990
V350133562L3C005R01201258250/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C005R01201258250/1,gene=GAK,147,95.238,98,98,1.74e-59, gene=GAK
V350133562L3C005R01201258250/1,XM_035005521.1,90,100.000,60,60,1.79e-39,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C005R01201258250/1,XM_035005522.1,90,100.000,60,60,1.79e-39,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C005R01201258250/1,XM_035005520.1,90,100.000,60,60,1.79e-39,XM_035005520.1 gene=GAK CDS=429-3990
V350133562L3C003R06800045512/2,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C003R06800045512/2,gene=GAK,150,94.000,100,100,8.11e-58, gene=GAK
V350133562L3C003R06800045512/2,XM_035005521.1,65,100.000,43,43,1.42e-25,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C003R06800045512/2,XM_035005522.1,65,100.000,43,43,1.42e-25,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C003R06800045512/2,XM_035005520.1,65,100.000,43,43,1.42e-25,XM_035005520.1 gene=GAK CDS=429-3990
V350133562L3C001R06000727612/1,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C001R06000727612/1,gene=GAK,148,94.595,99,99,2.25e-58, gene=GAK
V350133562L3C001R06000727612/1,XM_035005521.1,61,100.000,41,41,2.37e-23,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C001R06000727612/1,XM_035005522.1,61,100.000,41,41,2.37e-23,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C001R06000727612/1,XM_035005520.1,61,100.000,41,41,2.37e-23,XM_035005520.1 gene=GAK CDS=429-3990
V350133562L3C004R05800098153/2,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C004R05800098153/2,gene=GAK,150,94.667,100,100,1.74e-59, gene=GAK
V350133562L3C004R05800098153/2,XM_035005521.1,59,100.000,39,39,3.06e-22,XM_035005521.1 gene=GAK CDS=1410-4971
V350133562L3C004R05800098153/2,XM_035005522.1,59,100.000,39,39,3.06e-22,XM_035005522.1 gene=GAK CDS=139-3844
V350133562L3C004R05800098153/2,XM_035005520.1,59,100.000,39,39,3.06e-22,XM_035005520.1 gene=GAK CDS=429-3990
V350133562L3C001R03701026570/2,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C001R03701026570/2,gene=GAK,150,96.000,100,100,8.05e-63, gene=GAK
V350133562L3C001R03701026570/2,XM_028126335.1,39,100.000,26,26,4.02e-11,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C001R03701026570/2,XM_028126325.1,39,100.000,26,26,4.02e-11,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C001R03701026570/2,XM_028126317.1,39,100.000,26,26,4.02e-11,XM_028126317.1 gene=GAK CDS=103-4062
V350133562L3C001R05001222361/2,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C001R05001222361/2,gene=GAK,150,95.333,100,100,3.74e-61, gene=GAK
V350133562L3C001R03701026570/1,gene=GAK,149,99.329,99,99,1.33e-70, gene=GAK
V350133562L3C001R03701026570/1,gene=GAK,149,96.644,99,99,6.22e-64, gene=GAK
V350133562L3C002R04700663886/2,gene=GAK,147,97.959,98,98,3.72e-66, gene=GAK
V350133562L3C002R04700663886/2,gene=GAK,147,95.918,98,98,3.74e-61, gene=GAK
V350133562L3C001R03000652966/1,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C001R03000652966/1,gene=GAK,150,93.333,100,100,3.77e-56, gene=GAK
V350133562L3C001R03000652966/2,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C001R03000652966/2,gene=GAK,150,92.000,100,100,8.16e-53, gene=GAK
V350133562L3C002R04700663886/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C002R04700663886/1,gene=GAK,150,94.667,100,100,1.74e-59, gene=GAK
V350133562L3C002R04700663886/1,XM_031018851.1,52,100.000,35,35,2.38e-18,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C002R04700663886/1,XM_028126335.1,52,100.000,35,35,2.38e-18,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C002R04700663886/1,XM_028126325.1,52,100.000,35,35,2.38e-18,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C001R02200342468/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C001R02200342468/1,gene=GAK,149,97.987,99,99,2.87e-67, gene=GAK
V350133562L3C001R02200342468/1,XM_031018851.1,87,100.000,58,58,8.34e-38,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C001R02200342468/1,XM_028126335.1,87,100.000,58,58,8.34e-38,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C001R02200342468/1,XM_028126325.1,87,100.000,58,58,8.34e-38,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C006R01700144048/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C006R01700144048/1,gene=GAK,150,96.667,100,100,1.73e-64, gene=GAK
V350133562L3C006R01700144048/1,XM_031018851.1,83,100.000,55,55,1.40e-35,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C006R01700144048/1,XM_028126335.1,83,100.000,55,55,1.40e-35,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C006R01700144048/1,XM_028126325.1,83,100.000,55,55,1.40e-35,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C001R02200342468/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C001R02200342468/2,gene=GAK,150,96.667,100,100,1.73e-64, gene=GAK
V350133562L3C001R02200342468/2,XM_031018851.1,70,100.000,47,47,2.35e-28,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C001R02200342468/2,XM_028126335.1,70,100.000,47,47,2.35e-28,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C001R02200342468/2,XM_028126325.1,70,100.000,47,47,2.35e-28,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C005R04800350692/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C005R04800350692/1,gene=GAK,150,96.000,100,100,8.05e-63, gene=GAK
V350133562L3C005R04800350692/1,XM_031018851.1,49,100.000,33,33,1.11e-16,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C005R04800350692/1,XM_028126335.1,49,100.000,33,33,1.11e-16,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C005R04800350692/1,XM_028126325.1,49,100.000,33,33,1.11e-16,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C005R04800350693/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C005R04800350693/1,gene=GAK,150,96.000,100,100,8.05e-63, gene=GAK
V350133562L3C005R04800350693/1,XM_031018851.1,49,100.000,33,33,1.11e-16,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C005R04800350693/1,XM_028126335.1,49,100.000,33,33,1.11e-16,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C005R04800350693/1,XM_028126325.1,49,100.000,33,33,1.11e-16,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C002R05300864831/2,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C005R00301215495/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C006R01700144048/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C005R04800350692/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C005R04800350693/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C003R00500218270/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C002R06201172988/1,gene=GAK,150,98.000,100,100,7.99e-68, gene=GAK
V350133562L3C002R05300864831/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C003R00500218270/2,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C005R00301215495/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C002R06201172988/2,gene=GAK,151,93.377,100,100,1.36e-55, gene=GAK
V350133562L3C002R06500197407/1,gene=GAK,150,96.667,100,100,6.22e-64, gene=GAK
V350133562L3C002R06500197407/1,gene=EIF4A3,67,89.552,43,43,6.68e-14, gene=EIF4A3
V350133562L3C002R06500197407/1,gene=ARHGAP12,43,100.000,29,29,2.40e-13, gene=ARHGAP12
V350133562L3C002R06500197407/1,gene=PTPN12,46,97.826,31,31,8.64e-13, gene=PTPN12
V350133562L3C002R06500197407/1,gene=PPP6C,42,97.619,28,28,4.02e-11, gene=PPP6C
V350133562L3C004R05000485531/2,gene=GAK,150,94.667,100,100,6.27e-59, gene=GAK
V350133562L3C004R05000485531/2,gene=EPS15,90,90.000,58,58,2.37e-23, gene=EPS15
V350133562L3C004R05000485531/2,gene=WASHC4,102,87.255,67,67,8.52e-23, gene=WASHC4
V350133562L3C004R05000485531/2,gene=ETNK1,92,88.043,59,59,3.96e-21, gene=ETNK1
V350133562L3C004R05000485531/2,gene=CHRM2,95,87.368,60,60,1.43e-20, gene=CHRM2
V350133562L3C005R07201336843/1,gene=GAK,149,99.329,99,99,1.33e-70, gene=GAK
V350133562L3C005R07201336843/1,gene=GAK,152,94.737,100,100,1.74e-59, gene=GAK
V350133562L3C005R07201336843/1,gene=PHACTR4,100,99.000,67,67,2.30e-43, gene=PHACTR4
V350133562L3C005R07201336843/1,gene=ATP6V1C1,102,98.039,67,67,2.98e-42, gene=ATP6V1C1
V350133562L3C005R07201336843/1,gene=CDC42,101,98.020,67,67,2.98e-42, gene=CDC42
V350133562L3C004R06000724211/2,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C004R06000724211/2,gene=GAK,150,94.667,99,99,2.25e-58, gene=GAK
V350133562L3C004R06000724211/2,gene=PHACTR4,115,99.130,77,77,1.06e-51, gene=PHACTR4
V350133562L3C004R06000724211/2,gene=ATP6V1C1,118,97.458,77,77,1.77e-49, gene=ATP6V1C1
V350133562L3C004R06000724211/2,gene=CDC42,114,98.246,76,76,1.77e-49, gene=CDC42
V350133562L3C004R01301214998/1,gene=GAK,150,98.000,100,100,7.99e-68, gene=GAK
V350133562L3C004R01301214998/1,gene=JADE3,153,96.732,100,100,4.81e-65, gene=JADE3
V350133562L3C004R01301214998/1,gene=FAM222B,151,96.689,100,100,1.73e-64, gene=FAM222B
V350133562L3C004R01301214998/1,gene=LOC118356367,151,96.689,100,100,1.73e-64, gene=LOC118356367
V350133562L3C004R01301214998/1,gene=ARID4B,148,97.297,98,98,1.73e-64, gene=ARID4B
V350133562L3C006R00600322536/1,gene=GAK,150,98.000,100,100,7.99e-68, gene=GAK
V350133562L3C006R00600322536/1,gene=IRF2,90,97.778,60,60,3.88e-36, gene=IRF2
V350133562L3C006R00600322536/1,gene=ERN2,90,97.778,60,60,3.88e-36, gene=ERN2
V350133562L3C006R00600322536/1,gene=NUDT3,102,94.118,68,68,3.88e-36, gene=NUDT3
V350133562L3C006R00600322536/1,gene=ZMYND8,90,97.778,60,60,3.88e-36, gene=ZMYND8
V350133562L3C006R00600322731/1,gene=GAK,150,97.333,100,100,3.72e-66, gene=GAK
V350133562L3C006R00600322731/1,gene=IRF2,90,96.667,60,60,1.80e-34, gene=IRF2
V350133562L3C006R00600322731/1,gene=ERN2,90,96.667,60,60,1.80e-34, gene=ERN2
V350133562L3C006R00600322731/1,gene=NUDT3,102,93.137,68,68,1.80e-34, gene=NUDT3
V350133562L3C006R00600322731/1,gene=ZMYND8,90,96.667,60,60,1.80e-34, gene=ZMYND8
V350133562L3C005R00500209300/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C005R00500209300/1,gene=GAK,151,87.417,100,100,3.00e-37, gene=GAK
V350133562L3C005R00500209300/1,gene=TNNI3K,52,98.077,35,35,1.11e-16, gene=TNNI3K
V350133562L3C005R00500209300/1,gene=GPD2,67,91.045,45,45,3.99e-16, gene=GPD2
V350133562L3C005R00500209300/1,gene=TRAF3IP1,63,92.063,42,42,3.99e-16, gene=TRAF3IP1
V350133562L3C004R01301214998/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C004R01301214998/2,gene=GAK,112,97.321,74,74,3.82e-46, gene=GAK
V350133562L3C004R01301214998/2,XM_021677689.1,34,100.000,23,23,2.42e-08,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C005R00500209300/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C005R00500209300/2,gene=GAK,112,97.321,74,74,3.82e-46, gene=GAK
V350133562L3C005R00500209300/2,XM_021677689.1,36,100.000,24,24,1.87e-09,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C006R00600322536/2,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C006R00600322536/2,gene=GAK,152,93.421,100,100,1.05e-56, gene=GAK
V350133562L3C006R00600322536/2,XM_021677689.1,101,98.020,67,67,2.98e-42,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C006R00600322731/2,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C006R00600322731/2,gene=GAK,152,94.079,100,100,2.25e-58, gene=GAK
V350133562L3C006R00600322731/2,XM_021677689.1,101,98.020,67,67,2.98e-42,XM_021677689.1 gene=GAK CDS=94-3982
V350133562L3C003R01201333567/1,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C003R01201333567/1,gene=GAK,150,96.000,100,100,8.05e-63, gene=GAK
V350133562L3C003R01201333567/1,XM_031018851.1,36,100.000,24,24,1.87e-09,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C003R01201333567/1,XM_028126335.1,36,100.000,24,24,1.87e-09,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C003R01201333567/1,XM_028126325.1,36,100.000,24,24,1.87e-09,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C003R01201333567/2,gene=GAK,150,98.000,100,100,7.99e-68, gene=GAK
V350133562L3C003R01201333567/2,gene=GAK,150,91.333,100,100,3.80e-51, gene=GAK
V350133562L3C005R05301094583/1,gene=GAK,150,98.667,100,100,1.72e-69, gene=GAK
V350133562L3C005R05301094583/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C005R05301094583/2,gene=GAK,150,96.000,100,100,8.05e-63, gene=GAK
V350133562L3C005R05301094583/2,XM_031018851.1,64,100.000,43,43,5.09e-25,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C005R05301094583/2,XM_028126335.1,64,100.000,43,43,5.09e-25,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C005R05301094583/2,XM_028126325.1,64,100.000,43,43,5.09e-25,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C004R04301316741/2,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C004R04301316741/2,gene=GAK,150,97.333,100,100,3.72e-66, gene=GAK
V350133562L3C004R04301316741/2,XM_031018851.1,87,100.000,58,58,8.34e-38,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C004R04301316741/2,XM_028126335.1,87,100.000,58,58,8.34e-38,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C004R04301316741/2,XM_028126325.1,87,100.000,58,58,8.34e-38,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C005R00200345373/1,gene=GAK,150,100.000,100,100,7.94e-73, gene=GAK
V350133562L3C005R00200345373/1,gene=GAK,149,96.644,99,99,6.22e-64, gene=GAK
V350133562L3C005R00200345373/1,XM_031018851.1,59,100.000,39,39,3.06e-22,XM_031018851.1 gene=GAK CDS=114-3710
V350133562L3C005R00200345373/1,XM_028126335.1,59,100.000,39,39,3.06e-22,XM_028126335.1 gene=GAK CDS=103-4029
V350133562L3C005R00200345373/1,XM_028126325.1,59,100.000,39,39,3.06e-22,XM_028126325.1 gene=GAK CDS=103-4044
V350133562L3C001R01300278252/2,gene=GAK,149,96.644,99,99,6.22e-64, gene=GAK
V350133562L3C003R03700746240/2,gene=GAK,150,98.000,100,100,7.99e-68, gene=GAK
V350133562L3C004R04301316741/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C005R00200345373/2,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C001R01300278252/1,gene=GAK,150,99.333,100,100,3.69e-71, gene=GAK
V350133562L3C003R03700746240/1,gene=GAK,150,97.333,100,100,3.72e-66, gene=GAK
V350133562L3C006R01500662679/2,gene=GAK,150,96.000,100,100,8.05e-63, gene=GAK
V350133562L3C006R01500662679/2,gene=GAK,152,91.447,100,100,3.80e-51, gene=GAK
V350133562L3C006R01500662679/2,gene=IFT88,94,98.936,63,63,4.98e-40, gene=IFT88
V350133562L3C006R01500662679/2,gene=PHACTR4,94,98.936,63,63,4.98e-40, gene=PHACTR4
V350133562L3C006R01500662679/2,gene=LOC113937466,94,98.936,63,63,4.98e-40, gene=LOC113937466
V350133562L3C002R02501129797/1,gene=GAK,150,98.000,100,100,7.99e-68, gene=GAK
V350133562L3C002R02501129797/1,gene=GAK,152,93.421,100,100,3.77e-56, gene=GAK
V350133562L3C002R02501129797/1,gene=PHACTR4,98,98.980,65,65,2.98e-42, gene=PHACTR4
V350133562L3C002R02501129797/1,gene=ATP6V1C1,100,98.000,65,65,3.85e-41, gene=ATP6V1C1
V350133562L3C002R02501129797/1,gene=IFT88,96,98.958,64,64,3.85e-41, gene=IFT88
V350133562L3C005R05500340414/1,gene=GAK,147,97.959,98,98,3.72e-66, gene=GAK
V350133562L3C005R05500340414/1,gene=ATP6V1C1,131,96.947,86,86,4.88e-55, gene=ATP6V1C1
V350133562L3C005R05500340414/1,gene=TRPM3,130,96.923,85,85,1.75e-54, gene=TRPM3
V350133562L3C005R05500340414/1,gene=LOC113932182,129,96.899,86,86,1.75e-54, gene=LOC113932182
V350133562L3C005R05500340414/1,gene=GAK,152,92.763,100,100,1.75e-54, gene=GAK
V350133562L3C004R00800855394/1,gene=GAK,150,97.333,100,100,3.72e-66, gene=GAK
V350133562L3C004R00800855394/1,gene=PRKD3,134,99.254,89,89,1.04e-61, gene=PRKD3
V350133562L3C004R00800855394/1,gene=EYS,134,99.254,89,89,1.04e-61, gene=EYS
V350133562L3C004R00800855394/1,gene=ZMYND8,138,97.826,92,92,3.74e-61, gene=ZMYND8
