V350133562L3C005R01201258250/2,Phoca_008796-RA,41,100.000,82,27,1.40e-22,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C005R01201258250/2,Phoca_011994-RA,41,60.976,82,27,1.28e-13,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C003R00500628319/1,Phoca_008796-RA,41,100.000,82,27,1.40e-22,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C003R00500628319/1,Phoca_011994-RA,41,60.976,82,27,1.28e-13,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C003R00500628320/1,Phoca_008796-RA,41,100.000,82,27,1.40e-22,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C003R00500628320/1,Phoca_011994-RA,41,60.976,82,27,1.28e-13,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C003R06800045512/1,Phoca_008796-RA,41,100.000,82,27,1.46e-22,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C003R06800045512/1,Phoca_011994-RA,41,60.976,82,27,1.34e-13,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C005R01200250331/1,Phoca_008796-RA,41,100.000,82,27,1.47e-22,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C005R01200250331/1,Phoca_011994-RA,41,60.976,82,27,1.28e-13,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C004R05800098153/1,Phoca_008796-RA,40,100.000,80,27,1.19e-21,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C004R05800098153/1,Phoca_011994-RA,40,62.500,80,27,3.53e-13,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C005R01201258250/1,Phoca_008796-RA,30,100.000,60,20,1.47e-14,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C005R01201258250/1,Phoca_011994-RA,30,73.333,60,20,1.21e-09,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C003R06800045512/2,Phoca_008796-RA,22,100.000,44,15,2.97e-08,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R06000727612/1,Phoca_008796-RA,20,100.000,40,13,1.02e-06,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C004R05800098153/2,Phoca_008796-RA,20,100.000,40,13,8.96e-07,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R02200342468/1,Phoca_008796-RA,29,96.552,58,19,1.59e-14,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C006R01700144048/1,Phoca_008796-RA,27,100.000,54,18,5.68e-13,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R02200342468/2,Phoca_008796-RA,23,100.000,46,15,3.90e-11,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C005R07201336843/1,Phoca_028767-RA,21,85.714,42,14,3.56e-07,protein Name:"Similar to TAS2R3 Taste receptor type 2 member 3 (Papio hamadryas OX=9557)" AED:0.30 eAED:0.30 QI:0|0|0|1|0|0|2|0|347
V350133562L3C005R07201336843/1,Phoca_014753-RA,25,88.000,46,15,5.78e-07,protein Name:"Protein of unknown function" AED:0.12 eAED:0.12 QI:0|0|0|1|0|0|2|0|68
V350133562L3C005R07201336843/1,Phoca_022978-RA,21,90.476,42,14,3.02e-06,protein Name:"Protein of unknown function" AED:0.08 eAED:0.08 QI:0|0|0|1|0|0|2|0|63
V350133562L3C005R07201336843/1,Phoca_007255-RA,25,80.000,46,15,3.94e-06,protein Name:"Protein of unknown function" AED:0.48 eAED:0.48 QI:0|0|0|1|0|0|2|0|61
V350133562L3C005R07201336843/1,Phoca_027709-RA,21,80.952,42,14,4.79e-06,protein Name:"Similar to OR52N4 Olfactory receptor 52N4 (Homo sapiens OX=9606)" AED:0.44 eAED:0.48 QI:0|0|0|1|0|0|3|0|290
V350133562L3C004R06000724211/2,Phoca_028767-RA,26,88.462,52,17,4.53e-11,protein Name:"Similar to TAS2R3 Taste receptor type 2 member 3 (Papio hamadryas OX=9557)" AED:0.30 eAED:0.30 QI:0|0|0|1|0|0|2|0|347
V350133562L3C004R06000724211/2,Phoca_014753-RA,31,87.097,58,19,1.07e-10,protein Name:"Protein of unknown function" AED:0.12 eAED:0.12 QI:0|0|0|1|0|0|2|0|68
V350133562L3C004R06000724211/2,Phoca_007255-RA,31,80.645,58,19,1.33e-10,protein Name:"Protein of unknown function" AED:0.48 eAED:0.48 QI:0|0|0|1|0|0|2|0|61
V350133562L3C004R06000724211/2,Phoca_025971-RA,27,88.889,54,18,1.42e-10,protein Name:"Protein of unknown function" AED:0.57 eAED:0.77 QI:0|0|0|1|0|0|2|0|117
V350133562L3C004R06000724211/2,Phoca_022978-RA,27,88.889,54,18,1.46e-10,protein Name:"Protein of unknown function" AED:0.08 eAED:0.08 QI:0|0|0|1|0|0|2|0|63
V350133562L3C004R01301214998/1,Phoca_021967-RA,37,94.595,74,25,1.13e-20,protein Name:"Protein of unknown function" AED:0.23 eAED:1.00 QI:0|0|0|1|0|0|2|0|92
V350133562L3C004R01301214998/1,Phoca_028767-RA,36,94.444,72,24,1.86e-20,protein Name:"Similar to TAS2R3 Taste receptor type 2 member 3 (Papio hamadryas OX=9557)" AED:0.30 eAED:0.30 QI:0|0|0|1|0|0|2|0|347
V350133562L3C004R01301214998/1,Phoca_007255-RA,45,82.222,86,29,2.36e-20,protein Name:"Protein of unknown function" AED:0.48 eAED:0.48 QI:0|0|0|1|0|0|2|0|61
V350133562L3C004R01301214998/1,Phoca_033682-RA,41,95.122,82,27,4.50e-20,protein Name:"Protein of unknown function" AED:0.27 eAED:1.00 QI:0|0|0|1|0|0|2|0|64
V350133562L3C004R01301214998/1,Phoca_014308-RA,41,95.122,82,27,4.50e-20,protein Name:"Protein of unknown function" AED:0.42 eAED:1.00 QI:0|0|0|1|0|0|2|0|64
V350133562L3C006R00600322536/1,Phoca_001220-RA,27,88.889,54,18,1.95e-10,protein Name:"Protein of unknown function" AED:0.49 eAED:1.00 QI:0|-1|0|1|-1|0|1|0|60
V350133562L3C006R00600322536/1,Phoca_021967-RA,22,95.455,44,15,2.36e-10,protein Name:"Protein of unknown function" AED:0.23 eAED:1.00 QI:0|0|0|1|0|0|2|0|92
V350133562L3C006R00600322536/1,Phoca_012976-RA,27,88.889,54,18,6.84e-10,protein Name:"Protein of unknown function" AED:0.63 eAED:1.00 QI:0|-1|0|1|-1|0|1|0|86
V350133562L3C006R00600322536/1,Phoca_029515-RA,22,100.000,44,15,1.48e-09,protein Name:"Protein of unknown function" AED:0.22 eAED:0.23 QI:0|-1|0|1|-1|0|1|0|77
V350133562L3C006R00600322536/1,Phoca_004118-RA,22,100.000,44,15,1.85e-09,protein Name:"Protein of unknown function" AED:0.43 eAED:0.43 QI:0|-1|0|1|-1|0|1|0|78
V350133562L3C006R00600322731/1,Phoca_001220-RA,27,88.889,54,18,6.72e-10,protein Name:"Protein of unknown function" AED:0.49 eAED:1.00 QI:0|-1|0|1|-1|0|1|0|60
V350133562L3C006R00600322731/1,Phoca_021967-RA,22,90.909,44,15,7.16e-10,protein Name:"Protein of unknown function" AED:0.23 eAED:1.00 QI:0|0|0|1|0|0|2|0|92
V350133562L3C006R00600322731/1,Phoca_029515-RA,22,100.000,44,15,1.48e-09,protein Name:"Protein of unknown function" AED:0.22 eAED:0.23 QI:0|-1|0|1|-1|0|1|0|77
V350133562L3C006R00600322731/1,Phoca_004118-RA,22,100.000,44,15,1.85e-09,protein Name:"Protein of unknown function" AED:0.43 eAED:0.43 QI:0|-1|0|1|-1|0|1|0|78
V350133562L3C006R00600322731/1,Phoca_022327-RA,22,100.000,44,15,1.91e-09,protein Name:"Protein of unknown function" AED:0.42 eAED:0.54 QI:0|0|0|1|0|0|2|0|57
V350133562L3C005R00500209300/1,Phoca_027918-RA,25,68.000,50,17,6.81e-06,protein Name:"Protein of unknown function" AED:0.41 eAED:0.41 QI:39|1|1|1|0|0|2|14|32
V350133562L3C005R05301094583/2,Phoca_008796-RA,24,87.500,48,16,3.85e-08,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C004R04301316741/2,Phoca_008796-RA,29,96.552,58,19,1.66e-14,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C004R04301316741/2,Phoca_011994-RA,33,48.485,66,22,7.94e-06,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C005R00200345373/1,Phoca_008796-RA,19,100.000,38,13,4.16e-08,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C002R02501129797/1,Phoca_014753-RA,25,88.000,46,15,6.16e-07,protein Name:"Protein of unknown function" AED:0.12 eAED:0.12 QI:0|0|0|1|0|0|2|0|68
V350133562L3C002R02501129797/1,Phoca_028767-RA,20,85.000,40,13,2.33e-06,protein Name:"Similar to TAS2R3 Taste receptor type 2 member 3 (Papio hamadryas OX=9557)" AED:0.30 eAED:0.30 QI:0|0|0|1|0|0|2|0|347
V350133562L3C002R02501129797/1,Phoca_007255-RA,25,80.000,46,15,3.41e-06,protein Name:"Protein of unknown function" AED:0.48 eAED:0.48 QI:0|0|0|1|0|0|2|0|61
V350133562L3C002R02501129797/1,Phoca_022978-RA,21,90.476,42,14,3.96e-06,protein Name:"Protein of unknown function" AED:0.08 eAED:0.08 QI:0|0|0|1|0|0|2|0|63
V350133562L3C005R05500340414/1,Phoca_014753-RA,35,88.571,66,22,2.20e-13,protein Name:"Protein of unknown function" AED:0.12 eAED:0.12 QI:0|0|0|1|0|0|2|0|68
V350133562L3C005R05500340414/1,Phoca_007255-RA,35,80.000,66,22,8.65e-13,protein Name:"Protein of unknown function" AED:0.48 eAED:0.48 QI:0|0|0|1|0|0|2|0|61
V350133562L3C005R05500340414/1,Phoca_025971-RA,31,87.097,62,21,1.16e-12,protein Name:"Protein of unknown function" AED:0.57 eAED:0.77 QI:0|0|0|1|0|0|2|0|117
V350133562L3C005R05500340414/1,Phoca_022978-RA,31,83.871,62,21,3.03e-12,protein Name:"Protein of unknown function" AED:0.08 eAED:0.08 QI:0|0|0|1|0|0|2|0|63
V350133562L3C005R05500340414/1,Phoca_028767-RA,30,83.333,60,20,1.14e-11,protein Name:"Similar to TAS2R3 Taste receptor type 2 member 3 (Papio hamadryas OX=9557)" AED:0.30 eAED:0.30 QI:0|0|0|1|0|0|2|0|347
V350133562L3C004R00800855394/1,Phoca_021967-RA,38,94.737,76,25,1.07e-21,protein Name:"Protein of unknown function" AED:0.23 eAED:1.00 QI:0|0|0|1|0|0|2|0|92
V350133562L3C004R00800855394/1,Phoca_028767-RA,37,91.892,74,25,1.51e-19,protein Name:"Similar to TAS2R3 Taste receptor type 2 member 3 (Papio hamadryas OX=9557)" AED:0.30 eAED:0.30 QI:0|0|0|1|0|0|2|0|347
V350133562L3C004R00800855394/1,Phoca_029554-RA,40,85.000,80,27,2.14e-18,protein Name:"Protein of unknown function" AED:0.46 eAED:0.46 QI:0|-1|0|1|-1|0|1|0|79
V350133562L3C004R00800855394/1,Phoca_029666-RA,48,72.917,96,32,2.46e-18,protein Name:"Protein of unknown function" AED:0.21 eAED:0.21 QI:0|-1|0|1|-1|0|1|0|102
V350133562L3C004R00800855394/1,Phoca_004153-RA,43,86.047,86,29,3.50e-18,protein Name:"Protein of unknown function" AED:0.48 eAED:1.00 QI:0|-1|0|1|-1|0|1|0|58
V350133562L3C005R06100821538/2,Phoca_008796-RA,26,100.000,52,17,1.12e-11,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R06301083966/1,Phoca_008796-RA,37,100.000,74,25,5.63e-20,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R06301083966/1,Phoca_011994-RA,37,56.757,74,25,5.28e-11,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C006R02200256619/2,Phoca_008796-RA,37,94.595,74,25,1.05e-17,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C006R02200256619/2,Phoca_011994-RA,37,62.162,74,25,1.14e-10,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C001R03300908605/1,Phoca_008796-RA,19,100.000,38,13,3.56e-06,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C006R01200148764/1,Phoca_008796-RA,25,96.000,50,17,8.49e-11,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C006R02301338160/2,Phoca_008796-RA,29,93.103,58,19,1.76e-13,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R00400260220/2,Phoca_008796-RA,18,100.000,36,12,2.68e-07,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C004R05500564885/1,Phoca_028767-RA,36,86.111,72,24,1.89e-17,protein Name:"Similar to TAS2R3 Taste receptor type 2 member 3 (Papio hamadryas OX=9557)" AED:0.30 eAED:0.30 QI:0|0|0|1|0|0|2|0|347
V350133562L3C004R05500564885/1,Phoca_014753-RA,40,90.000,76,25,3.45e-17,protein Name:"Protein of unknown function" AED:0.12 eAED:0.12 QI:0|0|0|1|0|0|2|0|68
V350133562L3C004R05500564885/1,Phoca_007255-RA,40,82.500,76,25,7.46e-17,protein Name:"Protein of unknown function" AED:0.48 eAED:0.48 QI:0|0|0|1|0|0|2|0|61
V350133562L3C004R05500564885/1,Phoca_021967-RA,34,91.176,68,23,1.15e-16,protein Name:"Protein of unknown function" AED:0.23 eAED:1.00 QI:0|0|0|1|0|0|2|0|92
V350133562L3C004R05500564885/1,Phoca_022978-RA,36,86.111,72,24,3.45e-16,protein Name:"Protein of unknown function" AED:0.08 eAED:0.08 QI:0|0|0|1|0|0|2|0|63
V350133562L3C002R04600686860/1,Phoca_028767-RA,27,81.481,54,18,1.83e-09,protein Name:"Similar to TAS2R3 Taste receptor type 2 member 3 (Papio hamadryas OX=9557)" AED:0.30 eAED:0.30 QI:0|0|0|1|0|0|2|0|347
V350133562L3C002R04600686860/1,Phoca_021967-RA,25,84.000,50,17,1.65e-06,protein Name:"Protein of unknown function" AED:0.23 eAED:1.00 QI:0|0|0|1|0|0|2|0|92
V350133562L3C002R04600686860/1,Phoca_020108-RA,27,74.074,54,18,1.98e-06,protein Name:"Protein of unknown function" AED:0.63 eAED:1.00 QI:0|0|0|1|0|0|2|0|78
V350133562L3C002R04600686860/1,Phoca_009090-RA,23,82.609,46,15,2.87e-06,protein Name:"Protein of unknown function" AED:0.54 eAED:1.00 QI:0|0|0|1|0|0|2|0|59
V350133562L3C002R04600686860/1,Phoca_029666-RA,25,80.000,50,17,6.78e-06,protein Name:"Protein of unknown function" AED:0.21 eAED:0.21 QI:0|-1|0|1|-1|0|1|0|102
V350133562L3C001R01100199000/1,Phoca_004153-RA,20,90.000,40,13,3.32e-06,protein Name:"Protein of unknown function" AED:0.48 eAED:1.00 QI:0|-1|0|1|-1|0|1|0|58
V350133562L3C001R01100199000/1,Phoca_012976-RA,21,85.714,42,14,6.63e-06,protein Name:"Protein of unknown function" AED:0.63 eAED:1.00 QI:0|-1|0|1|-1|0|1|0|86
V350133562L3C001R01100199000/1,Phoca_001220-RA,20,85.000,40,13,9.16e-06,protein Name:"Protein of unknown function" AED:0.49 eAED:1.00 QI:0|-1|0|1|-1|0|1|0|60
V350133562L3C001R01100199000/2,Phoca_021967-RA,38,94.737,76,25,1.07e-21,protein Name:"Protein of unknown function" AED:0.23 eAED:1.00 QI:0|0|0|1|0|0|2|0|92
V350133562L3C001R01100199000/2,Phoca_028767-RA,37,91.892,74,25,1.51e-19,protein Name:"Similar to TAS2R3 Taste receptor type 2 member 3 (Papio hamadryas OX=9557)" AED:0.30 eAED:0.30 QI:0|0|0|1|0|0|2|0|347
V350133562L3C001R01100199000/2,Phoca_029666-RA,48,72.917,96,32,2.46e-18,protein Name:"Protein of unknown function" AED:0.21 eAED:0.21 QI:0|-1|0|1|-1|0|1|0|102
V350133562L3C001R01100199000/2,Phoca_009090-RA,38,81.579,76,25,2.03e-17,protein Name:"Protein of unknown function" AED:0.54 eAED:1.00 QI:0|0|0|1|0|0|2|0|59
V350133562L3C001R01100199000/2,Phoca_029554-RA,40,82.500,80,27,3.86e-17,protein Name:"Protein of unknown function" AED:0.46 eAED:0.46 QI:0|-1|0|1|-1|0|1|0|79
V350133562L3C002R06300054791/2,Phoca_008796-RA,25,100.000,50,17,1.33e-10,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C005R00701272711/1,Phoca_008796-RA,39,97.436,78,26,4.59e-20,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C005R00701272711/1,Phoca_011994-RA,38,65.789,76,25,1.27e-12,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C005R00701272711/2,Phoca_008796-RA,38,100.000,76,25,5.26e-20,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C005R00701272711/2,Phoca_011994-RA,38,65.789,76,25,1.27e-12,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C002R06300054791/1,Phoca_008796-RA,37,100.000,74,25,2.87e-19,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C002R06300054791/1,Phoca_011994-RA,37,67.568,74,25,2.62e-12,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C004R03900165863/1,Phoca_008796-RA,31,100.000,62,21,4.23e-15,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C004R03900165863/1,Phoca_011994-RA,30,73.333,60,20,1.26e-09,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C003R05900805942/1,Phoca_008796-RA,25,100.000,50,17,1.15e-10,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C003R05900805942/1,Phoca_011994-RA,25,72.000,50,17,9.53e-07,protein Name:"Similar to DNAJC6 Putative tyrosine-protein phosphatase auxilin (Bos taurus OX=9913)" AED:0.17 eAED:0.17 QI:20|1|1|1|0|0|20|2764|900
V350133562L3C003R05900805942/2,Phoca_008796-RA,21,100.000,42,14,1.87e-07,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R02400724025/2,Phoca_008796-RA,22,86.364,44,15,1.03e-06,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C005R05200773071/2,Phoca_008796-RA,22,86.364,44,15,1.03e-06,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R04500718001/1,Phoca_008796-RA,29,96.552,58,19,1.02e-13,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R04500718001/2,Phoca_008796-RA,24,100.000,48,16,8.40e-12,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C001R02400724025/1,Phoca_008796-RA,22,100.000,44,15,2.35e-10,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
V350133562L3C004R02600311105/1,Phoca_015179-RA,24,83.333,48,16,1.04e-06,protein Name:"Similar to CLEC4A C-type lectin domain family 4 member A (Homo sapiens OX=9606)" AED:0.47 eAED:0.56 QI:0|0|0|1|0|0|6|0|210
V350133562L3C004R02600311105/2,Phoca_000503-RA,26,92.308,52,17,1.11e-11,protein Name:"Protein of unknown function" AED:0.44 eAED:0.44 QI:0|-1|0|1|-1|0|1|0|52
V350133562L3C004R02600311105/2,Phoca_026360-RA,27,85.185,54,18,1.68e-11,protein Name:"Protein of unknown function" AED:0.10 eAED:0.10 QI:0|-1|0|1|-1|0|1|0|49
V350133562L3C004R02600311105/2,Phoca_003544-RA,34,76.471,62,21,2.09e-11,protein Name:"Protein of unknown function" AED:0.34 eAED:0.59 QI:0|-1|0|1|-1|0|1|0|64
V350133562L3C004R02600311105/2,Phoca_025259-RA,29,79.310,58,19,2.55e-11,protein Name:"Protein of unknown function" AED:0.47 eAED:0.47 QI:0|-1|0|1|-1|0|1|0|57
V350133562L3C004R02600311105/2,Phoca_022396-RA,27,85.185,54,18,2.85e-11,protein Name:"Protein of unknown function" AED:0.38 eAED:0.38 QI:0|-1|0|1|-1|0|1|0|67
V350133562L3C003R02701255750/1,Phoca_008796-RA,20,100.000,40,13,4.70e-07,protein Name:"Similar to GAK Cyclin-G-associated kinase (Homo sapiens OX=9606)" AED:0.16 eAED:0.16 QI:556|1|1|1|0|0|30|2465|1211
